timestamp,local,members,successor,queue_size,last_token_seen,last_event
2026-06-18 15:41:31,B,A -> B,A,0,7421.843,RECV_TOKEN
2026-06-18 15:41:32,B,A -> B,A,0,7421.843,SEND_TOKEN
2026-06-18 15:41:32,B,A -> B,A,0,7422.843,RECV_TOKEN
2026-06-18 15:41:33,B,A -> B,A,0,7422.843,SEND_TOKEN
2026-06-18 15:41:33,B,A -> B,A,0,7423.859,RECV_TOKEN
2026-06-18 15:41:34,B,A -> B,A,0,7423.859,SEND_TOKEN
2026-06-18 15:41:34,B,A -> B,A,0,7424.859,RECV_TOKEN
2026-06-18 15:41:35,B,A -> B,A,0,7424.859,SEND_TOKEN
2026-06-18 15:41:35,B,A -> B,A,0,7425.859,RECV_TOKEN
2026-06-18 15:41:36,B,A -> B,A,0,7425.859,SEND_TOKEN
2026-06-18 15:41:36,B,A -> B,A,0,7426.859,RECV_TOKEN
2026-06-18 15:41:37,B,A -> B,A,0,7426.859,SEND_TOKEN
2026-06-18 15:41:37,B,A -> B,A,0,7427.859,RECV_TOKEN
2026-06-18 15:41:38,B,A -> B,A,0,7427.859,SEND_TOKEN
2026-06-18 15:41:38,B,A -> B,A,0,7428.859,RECV_TOKEN
2026-06-18 15:41:39,B,A -> B,A,0,7428.859,SEND_TOKEN
2026-06-18 15:41:39,B,A -> B,A,0,7429.859,RECV_TOKEN
2026-06-18 15:41:40,B,A -> B,A,0,7429.859,SEND_TOKEN
2026-06-18 15:41:40,B,A -> B,A,0,7430.859,RECV_TOKEN
2026-06-18 15:41:41,B,A -> B,A,0,7430.859,SEND_TOKEN
2026-06-18 15:41:41,B,A -> B,A,0,7431.859,RECV_TOKEN
2026-06-18 15:41:42,B,A -> B,A,0,7431.859,SEND_TOKEN
2026-06-18 15:41:42,B,A -> B,A,0,7432.859,RECV_TOKEN
2026-06-18 15:41:43,B,A -> B,A,0,7432.859,SEND_TOKEN
2026-06-18 15:41:44,B,A -> B,A,0,7433.859,RECV_TOKEN
2026-06-18 15:41:44,B,A -> B,A,0,7433.859,SEND_TOKEN
2026-06-18 15:41:45,B,A -> B,A,0,7434.859,RECV_TOKEN
2026-06-18 15:41:45,B,A -> B,A,0,7434.859,SEND_TOKEN
2026-06-18 15:41:46,B,A -> B,A,0,7435.859,RECV_TOKEN
2026-06-18 15:41:46,B,A -> B,A,0,7435.859,SEND_TOKEN
2026-06-18 15:41:47,B,A -> B,A,0,7436.875,RECV_TOKEN
2026-06-18 15:41:47,B,A -> B,A,0,7436.875,SEND_TOKEN
2026-06-18 15:41:48,B,A -> B,A,0,7437.875,RECV_TOKEN
2026-06-18 15:41:48,B,A -> B,A,0,7437.875,SEND_TOKEN
2026-06-18 15:41:49,B,A -> B,A,0,7438.875,RECV_TOKEN
2026-06-18 15:41:49,B,A -> B,A,0,7438.875,SEND_TOKEN
2026-06-18 15:41:50,B,A -> B,A,0,7439.875,RECV_TOKEN
2026-06-18 15:41:50,B,A -> B,A,0,7439.875,SEND_TOKEN
2026-06-18 15:41:51,B,A -> B,A,0,7440.875,RECV_TOKEN
2026-06-18 15:41:51,B,A -> B,A,0,7440.875,SEND_TOKEN
2026-06-18 15:41:52,B,A -> B,A,0,7441.875,RECV_TOKEN
2026-06-18 15:41:52,B,A -> B,A,0,7441.875,SEND_TOKEN
2026-06-18 15:41:53,B,A -> B,A,0,7442.875,RECV_TOKEN
2026-06-18 15:41:53,B,A -> B,A,0,7442.875,SEND_TOKEN
2026-06-18 15:41:54,B,A -> B,A,0,7443.875,RECV_TOKEN
2026-06-18 15:41:54,B,A -> B,A,0,7443.875,SEND_TOKEN
2026-06-18 15:41:55,B,A -> B,A,0,7444.875,RECV_TOKEN
2026-06-18 15:41:55,B,A -> B,A,0,7444.875,SEND_TOKEN
2026-06-18 15:41:56,B,A -> B,A,0,7445.875,RECV_TOKEN
2026-06-18 15:41:56,B,A -> B,A,0,7445.875,SEND_TOKEN
2026-06-18 15:41:57,B,A -> B,A,0,7446.875,RECV_TOKEN
2026-06-18 15:41:57,B,A -> B,A,0,7446.875,SEND_TOKEN
2026-06-18 15:41:58,B,A -> B,A,0,7447.875,RECV_TOKEN
2026-06-18 15:41:58,B,A -> B,A,0,7447.875,SEND_TOKEN
2026-06-18 15:41:59,B,A -> B,A,0,7448.875,RECV_TOKEN
2026-06-18 15:41:59,B,A -> B,A,0,7448.875,SEND_TOKEN
2026-06-18 15:42:00,B,A -> B,A,0,7449.875,RECV_TOKEN
2026-06-18 15:42:00,B,A -> B,A,0,7449.875,SEND_TOKEN
2026-06-18 15:42:01,B,A -> B,A,0,7450.890,RECV_TOKEN
2026-06-18 15:42:01,B,A -> B,A,0,7450.890,SEND_TOKEN
2026-06-18 15:42:02,B,A -> B,A,0,7451.890,RECV_TOKEN
2026-06-18 15:42:02,B,A -> B,A,0,7451.890,SEND_TOKEN
2026-06-18 15:42:03,B,A -> B,A,0,7452.890,RECV_TOKEN
2026-06-18 15:42:03,B,A -> B,A,0,7452.890,SEND_TOKEN
2026-06-18 15:42:04,B,A -> B,A,0,7453.890,RECV_TOKEN
2026-06-18 15:42:04,B,A -> B,A,0,7453.890,SEND_TOKEN
2026-06-18 15:42:05,B,A -> B,A,0,7454.890,RECV_TOKEN
2026-06-18 15:42:05,B,A -> B,A,0,7454.890,SEND_TOKEN
2026-06-18 15:42:06,B,A -> B,A,0,7455.890,RECV_TOKEN
2026-06-18 15:42:06,B,A -> B,A,0,7455.890,SEND_TOKEN
2026-06-18 15:42:07,B,A -> B,A,0,7456.890,RECV_TOKEN
2026-06-18 15:42:07,B,A -> B,A,0,7456.890,SEND_TOKEN
2026-06-18 15:42:08,B,A -> B,A,0,7457.890,RECV_TOKEN
2026-06-18 15:42:08,B,A -> B,A,0,7457.890,SEND_TOKEN
2026-06-18 15:42:09,B,A -> B,A,0,7458.890,RECV_TOKEN
2026-06-18 15:42:09,B,A -> B,A,0,7458.890,SEND_TOKEN
2026-06-18 15:42:10,B,A -> B,A,0,7459.890,RECV_TOKEN
2026-06-18 15:42:10,B,A -> B,A,0,7459.890,SEND_TOKEN
2026-06-18 15:42:11,B,A -> B,A,0,7460.890,RECV_TOKEN
2026-06-18 15:42:11,B,A -> B,A,0,7460.890,SEND_TOKEN
2026-06-18 15:42:12,B,A -> B,A,0,7461.890,RECV_TOKEN
2026-06-18 15:42:12,B,A -> B,A,0,7461.890,SEND_TOKEN
2026-06-18 15:42:13,B,A -> B,A,0,7462.890,RECV_TOKEN
2026-06-18 15:42:13,B,A -> B,A,0,7462.890,SEND_TOKEN
2026-06-18 15:42:14,B,A -> B,A,0,7463.890,RECV_TOKEN
2026-06-18 15:42:14,B,A -> B,A,0,7463.890,SEND_TOKEN
2026-06-18 15:42:15,B,A -> B,A,0,7464.906,RECV_TOKEN
2026-06-18 15:42:15,B,A -> B,A,0,7464.906,SEND_TOKEN
2026-06-18 15:42:16,B,A -> B,A,0,7465.906,RECV_TOKEN
2026-06-18 15:42:16,B,A -> B,A,0,7465.906,SEND_TOKEN
2026-06-18 15:42:17,B,A -> B,A,0,7466.906,RECV_TOKEN
2026-06-18 15:42:17,B,A -> B,A,0,7466.906,SEND_TOKEN
2026-06-18 15:42:18,B,A -> B,A,0,7467.906,RECV_TOKEN
2026-06-18 15:42:18,B,A -> B,A,0,7467.906,SEND_TOKEN
2026-06-18 15:42:19,B,A -> B,A,0,7468.906,RECV_TOKEN
2026-06-18 15:42:19,B,A -> B,A,0,7468.906,SEND_TOKEN
2026-06-18 15:42:20,B,A -> B,A,0,7469.906,RECV_TOKEN
2026-06-18 15:42:20,B,A -> B,A,0,7469.906,SEND_TOKEN
2026-06-18 15:42:21,B,A -> B,A,0,7470.906,RECV_TOKEN
2026-06-18 15:42:21,B,A -> B,A,0,7470.906,SEND_TOKEN
2026-06-18 15:42:22,B,A -> B,A,0,7471.906,RECV_TOKEN
2026-06-18 15:42:22,B,A -> B,A,1,7471.906,QUEUE_ADD
2026-06-18 15:42:22,B,A -> B,A,1,7471.906,SEND_DATA
2026-06-18 15:42:22,B,A -> B,A,0,7471.906,BCAST_DONE
2026-06-18 15:42:22,B,A -> B,A,0,7471.906,SEND_TOKEN
2026-06-18 15:42:23,B,A -> B,A,0,7472.906,RECV_TOKEN
2026-06-18 15:42:23,B,A -> B,A,0,7472.906,SEND_TOKEN
2026-06-18 15:42:24,B,A -> B,A,0,7473.906,RECV_TOKEN
2026-06-18 15:42:24,B,A -> B,A,0,7473.906,SEND_TOKEN
2026-06-18 15:42:25,B,A -> B,A,0,7474.906,RECV_TOKEN
2026-06-18 15:42:25,B,A -> B,A,0,7474.906,SEND_TOKEN
2026-06-18 15:42:26,B,A -> B,A,0,7475.906,RECV_TOKEN
2026-06-18 15:42:26,B,A -> B,A,0,7475.906,SEND_TOKEN
2026-06-18 15:42:27,B,A -> B,A,0,7476.906,RECV_TOKEN
2026-06-18 15:42:27,B,A -> B,A,0,7476.906,SEND_TOKEN
2026-06-18 15:42:28,B,A -> B,A,0,7477.906,RECV_TOKEN
2026-06-18 15:42:28,B,A -> B,A,0,7477.906,SEND_TOKEN
2026-06-18 15:42:29,B,A -> B,A,0,7478.921,RECV_TOKEN
2026-06-18 15:42:29,B,A -> B,A,0,7478.921,SEND_TOKEN
2026-06-18 15:42:30,B,A -> B,A,0,7479.921,RECV_TOKEN
2026-06-18 15:42:30,B,A -> B,A,0,7479.921,SEND_TOKEN
2026-06-18 15:42:31,B,A -> B,A,0,7480.921,RECV_TOKEN
2026-06-18 15:42:31,B,A -> B,A,0,7480.921,SEND_TOKEN
2026-06-18 15:42:32,B,A -> B,A,0,7481.921,RECV_TOKEN
2026-06-18 15:42:32,B,A -> B,A,0,7481.921,SEND_TOKEN
2026-06-18 15:42:33,B,A -> B,A,0,7482.921,RECV_TOKEN
2026-06-18 15:42:33,B,A -> B,A,0,7482.921,SEND_TOKEN
2026-06-18 15:42:34,B,A -> B,A,0,7483.921,RECV_TOKEN
2026-06-18 15:42:34,B,A -> B,A,0,7483.921,SEND_TOKEN
2026-06-18 15:42:35,B,A -> B,A,0,7484.921,RECV_TOKEN
2026-06-18 15:42:35,B,A -> B,A,0,7484.921,SEND_TOKEN
2026-06-18 15:42:36,B,A -> B,A,0,7485.921,RECV_TOKEN
2026-06-18 15:42:36,B,A -> B,A,0,7485.921,SEND_TOKEN
2026-06-18 15:42:37,B,A -> B,A,0,7486.921,RECV_TOKEN
2026-06-18 15:42:37,B,A -> B,A,0,7486.921,SEND_TOKEN
2026-06-18 15:42:38,B,A -> B,A,0,7487.921,RECV_TOKEN
2026-06-18 15:42:38,B,A -> B,A,0,7487.921,SEND_TOKEN
2026-06-18 15:42:39,B,A -> B,A,0,7488.921,RECV_TOKEN
2026-06-18 15:42:39,B,A -> B,A,0,7488.921,SEND_TOKEN
2026-06-18 15:42:40,B,A -> B,A,0,7489.921,RECV_TOKEN
2026-06-18 15:42:40,B,A -> B,A,0,7489.921,SEND_TOKEN
2026-06-18 15:42:41,B,A -> B,A,0,7490.921,RECV_TOKEN
2026-06-18 15:42:41,B,A -> B,A,0,7490.921,SEND_TOKEN
2026-06-18 15:42:42,B,A -> B,A,0,7491.921,RECV_TOKEN
2026-06-18 15:42:42,B,A -> B,A,0,7491.921,SEND_TOKEN
2026-06-18 15:42:43,B,A -> B,A,0,7492.921,RECV_TOKEN
2026-06-18 15:42:43,B,A -> B,A,0,7492.921,SEND_TOKEN
2026-06-18 15:42:44,B,A -> B,A,0,7493.921,RECV_TOKEN
2026-06-18 15:42:44,B,A -> B,A,0,7493.921,SEND_TOKEN
2026-06-18 15:42:45,B,A -> B,A,0,7494.921,RECV_TOKEN
2026-06-18 15:42:45,B,A -> B,A,0,7494.921,SEND_TOKEN
2026-06-18 15:42:46,B,A -> B,A,0,7495.921,RECV_TOKEN
2026-06-18 15:42:46,B,A -> B,A,0,7495.921,SEND_TOKEN
2026-06-18 15:42:47,B,A -> B,A,0,7496.921,RECV_TOKEN
2026-06-18 15:42:47,B,A -> B,A,0,7496.921,SEND_TOKEN
2026-06-18 15:42:48,B,A -> B,A,0,7497.921,RECV_TOKEN
2026-06-18 15:42:48,B,A -> B,A,0,7497.921,SEND_TOKEN
2026-06-18 15:42:49,B,A -> B,A,0,7498.937,RECV_TOKEN
2026-06-18 15:42:49,B,A -> B,A,0,7498.937,SEND_TOKEN
2026-06-18 15:42:50,B,A -> B,A,0,7499.937,RECV_TOKEN
2026-06-18 15:42:50,B,A -> B,A,0,7499.937,SEND_TOKEN
2026-06-18 15:42:51,B,A -> B,A,0,7500.937,RECV_TOKEN
2026-06-18 15:42:51,B,A -> B,A,0,7500.937,SEND_TOKEN
2026-06-18 15:43:01,B,A -> B,A,1,7500.937,QUEUE_ADD
2026-06-18 15:43:15,B,A -> B,A,1,7525.234,RECV_TOKEN
2026-06-18 15:43:15,B,A -> B,A,1,7525.234,SEND_DATA
2026-06-18 15:43:15,B,A -> B,A,0,7525.234,ACK
2026-06-18 15:43:15,B,A -> B,A,0,7525.234,SEND_TOKEN
2026-06-18 15:43:16,B,A -> B,A,0,7526.234,RECV_TOKEN
2026-06-18 15:43:16,B,A -> B,A,0,7526.234,SEND_TOKEN
2026-06-18 15:43:17,B,A -> B,A,0,7527.234,RECV_TOKEN
2026-06-18 15:43:17,B,A -> B,A,0,7527.234,SEND_TOKEN
2026-06-18 15:43:18,B,A -> B,A,0,7528.234,RECV_TOKEN
2026-06-18 15:43:18,B,A -> B,A,0,7528.234,SEND_TOKEN
2026-06-18 15:43:19,B,A -> B,A,0,7529.234,RECV_TOKEN
2026-06-18 15:43:19,B,A -> B,A,0,7529.234,SEND_TOKEN
2026-06-18 15:43:20,B,A -> B,A,0,7530.234,RECV_TOKEN
2026-06-18 15:43:20,B,A -> B,A,0,7530.234,SEND_TOKEN
2026-06-18 15:43:21,B,A -> B,A,0,7531.234,RECV_TOKEN
2026-06-18 15:43:21,B,A -> B,A,0,7531.234,SEND_TOKEN
2026-06-18 15:43:22,B,A -> B,A,0,7532.234,RECV_TOKEN
2026-06-18 15:43:22,B,A -> B,A,0,7532.234,SEND_TOKEN
2026-06-18 15:43:23,B,A -> B,A,0,7533.234,RECV_TOKEN
2026-06-18 15:43:23,B,A -> B,A,0,7533.234,SEND_TOKEN
2026-06-18 15:43:24,B,A -> B,A,0,7534.234,RECV_TOKEN
2026-06-18 15:43:24,B,A -> B,A,0,7534.234,SEND_TOKEN
2026-06-18 15:43:25,B,A -> B,A,0,7535.234,RECV_TOKEN
2026-06-18 15:43:25,B,A -> B,A,0,7535.234,SEND_TOKEN
2026-06-18 15:43:26,B,A -> B,A,0,7536.234,RECV_TOKEN
2026-06-18 15:43:26,B,A -> B,A,0,7536.234,SEND_TOKEN
2026-06-18 15:43:27,B,A -> B,A,0,7537.234,RECV_TOKEN
2026-06-18 15:43:27,B,A -> B,A,0,7537.234,SEND_TOKEN
2026-06-18 15:43:28,B,A -> B,A,0,7538.234,RECV_TOKEN
