timestamp,local,event,type,direction,src,dst,control,crc,message_preview,next_hop_ip,next_hop_port
2026-06-18 15:42:12,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:12,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:13,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:13,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:13,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:13,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:14,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:14,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:14,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:14,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:15,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:15,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:15,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:15,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:16,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:16,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:16,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:16,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:17,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:17,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:17,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:17,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:18,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:18,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:18,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:18,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:19,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:19,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:19,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:19,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:20,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:20,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:20,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:20,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:21,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:21,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:21,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:21,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:22,B,RECV_DATA,2000,IN,A,B,maquinainexistente,4188974130,tchau,,
2026-06-18 15:42:22,B,ACK,2000,OUT,A,B,ACK,4188974130,tchau,192.168.0.218,6001
2026-06-18 15:42:22,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:22,B,SEND_DATA,2000,OUT,B,BROADCAST,maquinainexistente,3648923337,teste broadcastqueu,192.168.0.218,6001
2026-06-18 15:42:22,B,RECV_DATA,2000,IN,B,BROADCAST,maquinainexistente,3648923337,teste broadcastqueu,,
2026-06-18 15:42:22,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:23,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:23,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:24,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:24,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:25,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:25,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:26,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:26,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:27,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:27,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:28,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:28,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:29,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:29,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:30,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:30,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:31,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:31,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:32,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:32,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:33,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:33,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:34,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:34,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:35,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:35,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:36,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:36,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:37,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:37,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:38,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:38,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:39,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:39,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:40,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:40,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:41,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:41,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:42,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:42,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:43,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:43,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:44,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:44,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:45,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:45,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:46,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:46,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:47,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:47,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:48,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:48,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:49,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:49,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:50,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:50,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:42:51,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:42:51,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:13,B,RECV_DISCOVER,DISCOVER,IN,A,,,,,,
2026-06-18 15:43:13,B,SEND_HELLO,HELLO,OUT,B,,,,,255.255.255.255,6000
2026-06-18 15:43:13,B,RECV_HELLO,HELLO,IN,B,,,,,,
2026-06-18 15:43:15,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:15,B,SEND_DATA,2000,OUT,B,A,maquinainexistente,3870574863,teste,192.168.0.218,6001
2026-06-18 15:43:15,B,RECV_DATA,2000,IN,B,A,ACK,3870574863,teste,,
2026-06-18 15:43:15,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:16,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:16,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:17,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:17,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:18,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:18,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:19,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:19,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:20,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:20,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:21,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:21,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:22,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:22,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:23,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:23,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:24,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:24,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:25,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:25,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:26,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:26,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:27,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:27,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:28,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:28,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:29,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:29,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:30,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:30,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:31,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:31,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:32,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:32,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:33,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:33,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:34,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:34,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:35,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:35,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:36,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:36,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:37,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:37,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:38,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:38,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
2026-06-18 15:43:39,B,RECV_TOKEN,TOKEN,IN,B,,,,,,
2026-06-18 15:43:39,B,SEND_TOKEN,TOKEN,OUT,B,,,,,192.168.0.218,6001
